,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
299,1,362.0,9,0,352,7,3,0,0,0
300,1,48.0,6,0,48,0,0,0,0,0
301,1,248.0,1,0,244,3,1,0,0,0
302,1,520.0,2,0,509,11,0,0,0,0
303,1,97.0,8,2,94,3,0,0,0,0
304,1,400.0,16,0,392,6,2,0,0,0
305,1,218.0,0,0,212,6,0,0,0,0
306,1,77.0,13,4,77,0,0,0,0,0
307,1,204.0,4,0,198,3,3,0,0,0
308,1,405.0,6,0,399,6,0,0,0,0
309,1,210.0,0,0,204,6,0,0,0,0
310,1,214.0,1,0,208,5,1,0,0,0
311,1,374.0,4,0,360,7,7,0,0,0
312,1,457.0,3,0,444,10,3,0,0,0
313,1,215.0,0,0,205,8,2,0,0,0
314,3,7.0,5,0,7,0,0,0,0,0
315,1,38.0,6,3,38,0,0,0,0,0
316,1,168.0,1,0,168,0,0,0,0,0
317,1,277.0,0,0,274,2,1,0,0,0
318,1,196.0,1,0,190,6,0,0,0,0
319,1,100.0,3,0,99,1,0,0,0,0
320,1,85.0,4,0,79,4,2,0,0,0
321,1,34.0,10,6,34,0,0,0,0,0
322,1,41.0,9,0,39,1,1,0,0,0
323,1,23.0,5,1,22,1,0,0,0,0
324,3,217.0,24,5,206,10,1,0,0,0
325,1,161.0,9,2,158,3,0,0,0,0
326,1,279.0,0,0,276,3,0,0,0,0
327,1,97.0,9,3,95,2,0,0,0,0
328,1,489.0,3,0,480,6,3,0,0,0
329,1,245.0,4,0,242,3,0,0,0,0
330,1,270.0,5,0,268,2,0,0,0,0
331,1,166.0,11,1,165,1,0,0,0,0
332,3,121.0,18,3,110,11,0,0,0,0
333,1,33.0,9,1,33,0,0,0,0,0
334,1,72.0,1,0,72,0,0,0,0,0
335,1,174.0,0,0,173,1,0,0,0,0
336,1,192.0,0,0,186,3,3,0,0,0
337,3,286.0,61,5,250,30,5,1,0,0
338,1,231.0,0,0,230,0,1,0,0,0
339,1,138.0,1,0,135,2,1,0,0,0
340,1,104.0,6,1,102,2,0,0,0,0
341,1,91.0,10,4,90,0,1,0,0,0
342,1,682.0,22,0,657,12,13,0,0,0
343,3,1379.0,769,69,1131,234,4,4,2,4
344,1,629.0,16,1,610,16,2,1,0,0
345,3,58.0,4,3,58,0,0,0,0,0
346,1,272.0,9,0,268,2,2,0,0,0
347,1,213.0,2,2,207,6,0,0,0,0
348,1,225.0,2,0,220,5,0,0,0,0
349,1,463.0,48,2,450,8,4,1,0,0
350,1,285.0,7,0,276,8,1,0,0,0
351,1,526.0,18,0,512,12,2,0,0,0
352,1,418.0,4,0,406,9,3,0,0,0
353,1,515.0,10,0,505,9,0,1,0,0
354,1,377.0,5,0,365,10,2,0,0,0
355,1,1186.0,37,1,1161,19,6,0,0,0
356,3,591.0,560,49,498,84,3,4,1,1
357,1,424.0,8,1,411,13,0,0,0,0
358,1,119.0,16,0,105,0,0,0,8,6
359,1,67.0,9,0,66,1,0,0,0,0
360,1,439.0,10,3,424,15,0,0,0,0
361,2,1043.0,117,24,984,58,1,0,0,0
362,1,690.0,10,0,667,21,2,0,0,0
363,2,84.0,7,1,84,0,0,0,0,0
364,1,491.0,16,0,478,11,2,0,0,0
365,1,63.0,1,0,61,0,2,0,0,0
366,0,46.0,3,1,46,0,0,0,0,0
367,1,320.0,17,0,309,9,1,1,0,0
368,3,51.0,8,6,51,0,0,0,0,0
369,1,85.0,9,2,83,2,0,0,0,0
370,1,99.0,13,0,98,1,0,0,0,0
371,1,213.0,13,1,212,1,0,0,0,0
372,1,156.0,12,0,154,2,0,0,0,0
373,3,204.0,128,4,184,17,0,2,1,0
374,1,246.0,8,0,241,3,2,0,0,0
375,1,225.0,2,0,219,6,0,0,0,0
376,3,256.0,427,30,191,62,1,2,0,0
377,1,146.0,1,0,142,2,2,0,0,0
378,1,212.0,0,1,206,5,0,1,0,0
379,1,229.0,3,0,225,4,0,0,0,0
380,1,66.0,2,0,64,1,1,0,0,0
381,1,158.0,0,0,157,1,0,0,0,0
382,1,301.0,7,0,288,6,6,0,1,0
383,3,88.0,1,0,87,1,0,0,0,0
384,3,148.0,54,2,126,18,4,0,0,0
385,1,398.0,11,0,390,4,4,0,0,0
386,1,89.0,4,0,86,3,0,0,0,0
387,1,151.0,0,0,146,3,2,0,0,0
388,1,155.0,5,0,152,2,0,1,0,0
389,3,109.0,13,0,104,5,0,0,0,0
390,3,117.0,16,0,104,11,2,0,0,0
391,3,112.0,7,0,101,11,0,0,0,0
392,1,132.0,3,0,123,5,4,0,0,0
393,1,149.0,3,0,142,5,2,0,0,0
394,1,274.0,9,0,260,11,2,1,0,0
395,3,195.0,95,5,162,30,0,3,0,0
396,3,138.0,25,2,125,11,2,0,0,0
397,3,627.0,266,8,519,105,2,0,1,0
398,1,289.0,23,0,279,7,3,0,0,0
399,1,209.0,10,0,204,4,1,0,0,0
400,3,162.0,75,6,145,16,0,1,0,0
401,1,265.0,11,0,259,6,0,0,0,0
402,1,301.0,10,0,294,6,1,0,0,0
403,1,213.0,5,0,209,4,0,0,0,0
404,1,210.0,3,0,206,4,0,0,0,0
405,1,408.0,11,0,393,9,6,0,0,0
406,1,223.0,6,0,215,7,1,0,0,0
407,1,359.0,4,0,353,5,1,0,0,0
408,1,535.0,2,0,485,27,0,0,23,0
409,1,362.0,10,0,354,8,0,0,0,0
410,3,266.0,165,10,215,42,3,4,2,0
411,1,156.0,2,0,151,5,0,0,0,0
412,3,110.0,21,0,102,6,1,1,0,0
413,3,446.0,6148,120,352,80,7,5,0,2
414,2,102.0,1,0,102,0,0,0,0,0
415,1,161.0,6,0,158,3,0,0,0,0
416,1,279.0,8,0,273,6,0,0,0,0
417,1,288.0,6,0,281,5,2,0,0,0
418,1,230.0,8,0,221,8,1,0,0,0
419,1,271.0,12,0,262,6,3,0,0,0
420,1,113.0,2,1,107,3,2,0,1,0
421,3,256.0,103,16,205,47,1,2,0,1
422,1,306.0,4,0,301,3,2,0,0,0
423,1,566.0,10,0,548,4,14,0,0,0
424,1,186.0,1,1,184,0,2,0,0,0
425,3,135.0,9,2,118,10,4,2,1,0
426,3,174.0,195,3,146,18,5,4,1,0
427,3,171.0,84,4,159,10,2,0,0,0
428,1,373.0,8,0,365,5,3,0,0,0
429,1,403.0,5,0,392,8,3,0,0,0
430,1,139.0,14,0,138,1,0,0,0,0
431,1,148.0,16,5,146,1,1,0,0,0
432,1,270.0,8,0,265,4,1,0,0,0
433,1,343.0,8,0,334,7,1,1,0,0
434,1,254.0,5,0,252,2,0,0,0,0
435,1,304.0,9,6,298,5,1,0,0,0
436,1,437.0,6,0,433,4,0,0,0,0
437,1,412.0,4,2,399,13,0,0,0,0
438,1,183.0,11,0,175,6,2,0,0,0
439,1,353.0,8,2,342,9,1,1,0,0
440,1,144.0,14,1,142,2,0,0,0,0
441,1,905.0,10,5,876,21,8,0,0,0
442,3,151.0,19,2,129,18,2,1,1,0
443,1,276.0,4,0,264,8,3,1,0,0
444,1,227.0,3,4,218,8,1,0,0,0
445,3,340.0,1201,47,276,55,1,6,1,1
446,1,478.0,12,0,463,11,4,0,0,0
447,1,189.0,22,2,185,3,1,0,0,0
448,1,211.0,7,0,207,4,0,0,0,0
449,1,296.0,2,0,293,3,0,0,0,0
450,3,113.0,15,1,100,9,1,1,2,0
451,1,113.0,2,0,109,4,0,0,0,0
452,3,133.0,19,2,115,13,4,1,0,0
453,1,223.0,3,0,213,5,5,0,0,0
454,1,322.0,8,1,311,8,3,0,0,0
455,1,235.0,3,0,230,4,0,1,0,0
456,1,163.0,1,0,160,3,0,0,0,0
457,1,373.0,4,3,367,5,1,0,0,0
458,3,249.0,147,8,193,50,2,4,0,0
459,1,129.0,2,0,123,5,1,0,0,0
460,1,245.0,7,0,234,6,4,0,1,0
461,1,272.0,9,0,264,6,2,0,0,0
462,3,239.0,127,7,189,47,0,3,0,0
463,1,135.0,9,1,131,3,1,0,0,0
464,1,333.0,44,0,325,6,2,0,0,0
465,1,96.0,3,0,94,2,0,0,0,0
466,1,210.0,7,0,203,7,0,0,0,0
467,3,154.0,72,6,124,24,3,2,1,0
468,1,192.0,8,0,189,3,0,0,0,0
469,1,152.0,2,0,151,1,0,0,0,0
470,1,222.0,3,0,216,6,0,0,0,0
471,1,227.0,1,0,223,2,2,0,0,0
472,1,542.0,21,1,521,11,9,1,0,0
473,3,279.0,274,15,233,42,4,0,0,0
474,1,263.0,8,0,258,3,0,1,1,0
475,3,358.0,5498,94,294,57,1,5,1,0
476,3,65.0,4,1,65,0,0,0,0,0
477,1,190.0,11,1,182,5,3,0,0,0
478,1,320.0,4,1,309,10,1,0,0,0
479,1,266.0,8,0,254,9,3,0,0,0
480,3,452.0,19013,161,353,92,2,3,2,0
481,2,123.0,23,0,114,0,0,3,6,0
482,3,543.0,4661,178,397,136,2,6,1,1
483,1,278.0,8,0,267,9,2,0,0,0
484,3,445.0,432,27,315,124,2,3,0,1
485,1,196.0,7,8,190,2,4,0,0,0
486,3,607.0,383,52,446,159,1,0,0,1
487,1,180.0,4,0,166,12,2,0,0,0
488,1,236.0,8,0,228,8,0,0,0,0
489,2,93.0,2,1,90,3,0,0,0,0
490,3,48.0,6,0,47,1,0,0,0,0
491,3,245.0,169,37,205,33,5,2,0,0
492,2,225.0,12,29,222,2,1,0,0,0
493,1,133.0,4,2,128,5,0,0,0,0
494,1,170.0,11,2,159,11,0,0,0,0
495,1,304.0,13,0,294,9,1,0,0,0
496,1,150.0,5,0,148,1,1,0,0,0
497,1,387.0,8,0,375,9,3,0,0,0
498,3,564.0,20990,154,473,82,3,3,3,0
499,1,261.0,36,1,256,5,0,0,0,0
500,1,477.0,12,0,468,6,3,0,0,0
501,1,154.0,19,7,153,1,0,0,0,0
502,1,130.0,13,2,124,3,2,1,0,0
503,1,307.0,0,0,294,12,0,1,0,0
504,1,113.0,12,5,111,2,0,0,0,0
505,1,77.0,4,2,77,0,0,0,0,0
506,3,38.0,4,0,37,0,0,1,0,0
507,1,209.0,9,0,206,2,0,1,0,0
508,1,99.0,0,3,98,1,0,0,0,0
509,3,119.0,8,2,113,5,1,0,0,0
510,1,182.0,2,21,180,2,0,0,0,0
511,1,155.0,1,4,148,4,0,0,3,0
512,3,86.0,0,0,76,4,0,0,6,0
513,3,124.0,0,0,114,4,0,0,6,0
514,3,221.0,1,0,211,0,8,0,2,0
515,1,52.0,0,0,52,0,0,0,0,0
516,3,38.0,7,1,38,0,0,0,0,0
517,1,2.0,0,37,2,0,0,0,0,0
518,1,347.0,0,1,335,12,0,0,0,0
519,1,99.0,0,30,97,2,0,0,0,0
520,1,210.0,0,6,202,4,0,0,4,0
521,1,178.0,0,0,171,7,0,0,0,0
522,1,149.0,0,1,143,5,1,0,0,0
523,1,77.0,0,1,73,0,0,0,4,0
524,0,169.0,0,57,166,2,0,1,0,0
525,0,237.0,0,0,229,2,6,0,0,0
526,1,86.0,0,3,85,1,0,0,0,0
527,1,120.0,0,2,119,1,0,0,0,0
528,1,234.0,0,0,224,6,0,0,4,0
529,1,280.0,0,1,277,3,0,0,0,0
530,1,319.0,5,0,308,5,0,0,6,0
531,3,171.0,0,0,162,3,0,0,6,0
532,1,251.0,5,0,249,0,0,0,2,0
533,3,135.0,0,0,128,4,1,0,2,0
534,1,1.0,0,37,1,0,0,0,0,0
535,1,1.0,0,1,1,0,0,0,0,0
536,1,264.0,2,0,261,3,0,0,0,0
537,1,218.0,2,5,214,0,0,0,4,0
538,1,52.0,0,4,52,0,0,0,0,0
539,3,41.0,0,3,39,1,0,0,1,0
540,1,67.0,0,1,66,1,0,0,0,0
541,1,266.0,9,1,237,1,0,0,28,0
542,1,165.0,0,0,156,5,0,0,4,0
543,3,70.0,0,0,66,0,0,0,4,0
544,1,247.0,1,0,239,8,0,0,0,0
545,1,379.0,0,0,373,3,0,0,3,0
546,1,305.0,1,0,284,8,0,0,13,0
547,1,26.0,0,0,23,0,3,0,0,0
548,1,28.0,0,0,27,1,0,0,0,0
549,1,37.0,0,0,35,2,0,0,0,0
550,1,46.0,0,0,46,0,0,0,0,0
551,1,164.0,2,13,150,8,0,1,5,0
552,1,282.0,0,0,278,4,0,0,0,0
553,2,61.0,5,0,54,0,0,0,7,0
554,1,68.0,3,0,68,0,0,0,0,0
555,1,73.0,1,17,66,4,0,0,3,0
556,1,641.0,0,0,628,11,2,0,0,0
557,1,122.0,0,0,115,7,0,0,0,0
558,1,654.0,1,50,617,32,0,0,5,0
559,1,245.0,2,0,239,3,0,0,3,0
560,1,173.0,0,0,173,0,0,0,0,0
561,1,64.0,0,1,64,0,0,0,0,0
562,1,495.0,9,227,443,42,0,0,10,0
563,1,144.0,0,0,137,2,0,0,5,0
564,1,476.0,3,212,452,16,0,0,8,0
565,1,4.0,0,41,4,0,0,0,0,0
566,1,48.0,0,1,43,1,0,0,4,0
567,2,77.0,1,38,76,1,0,0,0,0
568,1,199.0,0,5,179,1,0,0,19,0
569,2,43.0,0,1,42,1,0,0,0,0
570,1,30.0,0,0,30,0,0,0,0,0
571,1,190.0,1,0,168,5,0,0,17,0
572,1,96.0,0,5,90,0,0,0,6,0
573,1,295.0,3,10,243,1,0,0,51,0
574,1,102.0,0,1,87,2,0,0,13,0
575,1,52.0,0,2,46,0,0,0,6,0
576,1,71.0,0,5,61,0,0,0,10,0
577,1,95.0,1,2,73,1,0,0,21,0
578,1,132.0,10,1,124,5,1,0,2,0
